tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,data,control,value,channel,program,note,velocity
15930,control_change,,,,,86,0,5,,,,,64,0,1,,,
15932,note_on,,,,,0,0,2,,,,,,,0,,72,75
15932,note_on,,,,,20,0,2,,,,,,,0,,72,0
15934,note_on,,,,,2,0,2,,,,,,,0,,76,82
15936,note_on,,,,,2,0,2,,,,,,,0,,82,100
15936,control_change,,,,,6,0,4,,,,,64,0,0,,,
15936,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
15936,control_change,,,,,6,0,5,,,,,64,0,1,,,
15936,note_on,,,,,0,0,3,,,,,,,1,,36,90
15936,note_on,,,,,10,0,3,,,,,,,1,,48,72
15938,note_on,,,,,2,0,3,,,,,,,1,,67,0
15940,control_change,,,,,4,0,4,,,,,64,127,0,,,
15940,control_change,,,,,4,0,5,,,,,64,127,1,,,
15948,note_on,,,,,0,0,3,,,,,,,1,,48,70
15948,note_on,,,,,10,0,3,,,,,,,1,,48,0
15948,set_tempo,,,,,12,1,0,,1250000,,,,,,,,
15956,note_on,,,,,8,0,3,,,,,,,1,,48,0
15960,note_on,,,,,4,0,3,,,,,,,1,,52,65
15960,set_tempo,,,,,12,1,0,,1224489,,,,,,,,
15967,note_on,,,,,7,0,3,,,,,,,1,,52,0
15972,set_tempo,,,,,12,1,0,,1250000,,,,,,,,
15972,note_on,,,,,5,0,3,,,,,,,1,,48,68
15978,note_on,,,,,6,0,3,,,,,,,1,,48,0
15984,set_tempo,,,,,12,1,0,,1224489,,,,,,,,
15984,note_on,,,,,6,0,3,,,,,,,1,,52,62
15991,note_on,,,,,7,0,3,,,,,,,1,,52,0
15996,note_on,,,,,5,0,3,,,,,,,1,,48,65
15996,set_tempo,,,,,12,1,0,,1304347,,,,,,,,
16008,set_tempo,,,,,12,1,0,,1250000,,,,,,,,
16008,note_on,,,,,72,0,2,,,,,,,0,,79,85
16008,note_on,,,,,12,0,3,,,,,,,1,,52,58
16010,note_on,,,,,2,0,2,,,,,,,0,,76,0
16010,note_on,,,,,0,0,2,,,,,,,0,,82,0
16013,note_on,,,,,3,0,2,,,,,,,0,,81,70
16015,note_on,,,,,7,0,3,,,,,,,1,,52,0
16015,note_on,,,,,2,0,2,,,,,,,0,,79,0
16016,note_on,,,,,1,0,2,,,,,,,0,,79,60
16017,note_on,,,,,1,0,2,,,,,,,0,,81,0
16019,note_on,,,,,2,0,2,,,,,,,0,,81,63
16020,note_on,,,,,1,0,2,,,,,,,0,,79,0
16020,note_on,,,,,5,0,3,,,,,,,1,,55,54
16020,set_tempo,,,,,12,1,0,,1333333,,,,,,,,
16022,note_on,,,,,2,0,2,,,,,,,0,,79,66
16023,note_on,,,,,1,0,2,,,,,,,0,,81,0
16025,note_on,,,,,2,0,2,,,,,,,0,,78,68
16026,note_on,,,,,6,0,3,,,,,,,1,,55,0
16026,note_on,,,,,1,0,2,,,,,,,0,,79,0
16028,note_on,,,,,2,0,2,,,,,,,0,,79,70
16029,note_on,,,,,1,0,2,,,,,,,0,,78,0
16032,set_tempo,,,,,12,1,0,,1304347,,,,,,,,
16032,note_on,,,,,0,0,2,,,,,,,0,,76,85
16032,note_on,,,,,3,0,2,,,,,,,0,,79,0
16032,note_on,,,,,6,0,3,,,,,,,1,,58,50
16036,control_change,,,,,96,0,5,,,,,64,0,1,,,
16036,control_change,,,,,96,0,4,,,,,64,0,0,,,
16042,note_on,,,,,0,0,3,,,,,,,1,,48,0
16042,note_on,,,,,10,0,3,,,,,,,1,,36,0
16042,note_on,,,,,10,0,2,,,,,,,0,,72,0
16042,note_on,,,,,0,0,2,,,,,,,0,,76,0
16042,note_on,,,,,0,0,3,,,,,,,1,,58,0
16056,note_on,,,,,14,0,3,,,,,,,1,,60,30
16056,note_on,,,,,0,0,3,,,,,,,1,,57,60
16056,note_on,,,,,0,0,2,,,,,,,0,,65,68
16056,note_on,,,,,14,0,2,,,,,,,0,,77,82
16056,note_on,,,,,0,0,2,,,,,,,0,,72,55
16056,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
16060,control_change,,,,,24,0,4,,,,,64,127,0,,,
16060,control_change,,,,,24,0,5,,,,,64,127,1,,,
16080,note_on,,,,,24,0,2,,,,,,,0,,76,85
16080,note_on,,,,,0,0,2,,,,,,,0,,64,70
16080,note_on,,,,,24,0,3,,,,,,,1,,58,50
16080,note_on,,,,,0,0,3,,,,,,,1,,55,62
16082,note_on,,,,,0,0,2,,,,,,,0,,77,0
16082,note_on,,,,,2,0,3,,,,,,,1,,57,0
16082,control_change,,,,,22,0,4,,,,,64,0,0,,,
16082,note_on,,,,,2,0,2,,,,,,,0,,65,0
16082,control_change,,,,,22,0,5,,,,,64,0,1,,,
16084,control_change,,,,,2,0,5,,,,,64,127,1,,,
16084,control_change,,,,,2,0,4,,,,,64,127,0,,,
16104,note_on,,,,,0,0,2,,,,,,,0,,72,52
16104,note_on,,,,,0,0,2,,,,,,,0,,77,80
16104,note_on,,,,,22,0,2,,,,,,,0,,72,0
16104,note_on,,,,,0,0,3,,,,,,,1,,57,45
16104,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
16104,note_on,,,,,0,0,3,,,,,,,1,,60,35
16104,note_on,,,,,22,0,3,,,,,,,1,,60,0
16104,note_on,,,,,0,0,2,,,,,,,0,,65,65
16104,note_on,,,,,0,0,3,,,,,,,1,,53,65
16106,note_on,,,,,0,0,3,,,,,,,1,,58,0
16106,control_change,,,,,22,0,4,,,,,64,0,0,,,
16106,note_on,,,,,2,0,3,,,,,,,1,,55,0
16106,control_change,,,,,22,0,5,,,,,64,0,1,,,
16106,note_on,,,,,2,0,2,,,,,,,0,,64,0
16106,note_on,,,,,0,0,2,,,,,,,0,,76,0
16108,control_change,,,,,2,0,5,,,,,64,127,1,,,
16108,control_change,,,,,2,0,4,,,,,64,127,0,,,
16124,note_on,,,,,0,0,2,,,,,,,0,,72,65
16124,note_on,,,,,18,0,2,,,,,,,0,,72,0
16126,note_on,,,,,2,0,2,,,,,,,0,,76,72
16128,control_change,,,,,20,0,5,,,,,64,127,1,,,
16128,note_on,,,,,2,0,2,,,,,,,0,,82,95
16128,note_on,,,,,0,0,3,,,,,,,1,,36,80
16128,note_on,,,,,22,0,3,,,,,,,1,,48,62
16128,control_change,,,,,20,0,4,,,,,64,127,0,,,
16128,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
16130,control_change,,,,,2,0,4,,,,,64,0,0,,,
16130,note_on,,,,,2,0,3,,,,,,,1,,53,0
16130,note_on,,,,,0,0,2,,,,,,,0,,77,0
16130,note_on,,,,,2,0,2,,,,,,,0,,65,0
16130,note_on,,,,,0,0,3,,,,,,,1,,57,0
16130,note_on,,,,,0,0,3,,,,,,,1,,60,0
16130,control_change,,,,,2,0,5,,,,,64,0,1,,,
16132,control_change,,,,,2,0,5,,,,,64,127,1,,,
16132,control_change,,,,,2,0,4,,,,,64,127,0,,,
16140,note_on,,,,,0,0,3,,,,,,,1,,48,60
16140,set_tempo,,,,,12,1,0,,1250000,,,,,,,,
16140,note_on,,,,,10,0,3,,,,,,,1,,48,0
16148,note_on,,,,,8,0,3,,,,,,,1,,48,0
16152,set_tempo,,,,,12,1,0,,1224489,,,,,,,,
16152,note_on,,,,,4,0,3,,,,,,,1,,52,55
16159,note_on,,,,,7,0,3,,,,,,,1,,52,0
16164,set_tempo,,,,,12,1,0,,1250000,,,,,,,,
16164,note_on,,,,,5,0,3,,,,,,,1,,48,58
16170,note_on,,,,,6,0,3,,,,,,,1,,48,0
16176,set_tempo,,,,,12,1,0,,1224489,,,,,,,,
16176,note_on,,,,,6,0,3,,,,,,,1,,52,52
16183,note_on,,,,,7,0,3,,,,,,,1,,52,0
16188,set_tempo,,,,,12,1,0,,1304347,,,,,,,,
16188,note_on,,,,,5,0,3,,,,,,,1,,48,55
16200,note_on,,,,,12,0,3,,,,,,,1,,52,48
16200,note_on,,,,,70,0,2,,,,,,,0,,79,80
16200,set_tempo,,,,,12,1,0,,1250000,,,,,,,,
16202,note_on,,,,,2,0,2,,,,,,,0,,76,0
16202,note_on,,,,,0,0,2,,,,,,,0,,82,0
16205,note_on,,,,,3,0,2,,,,,,,0,,81,68
16207,note_on,,,,,7,0,3,,,,,,,1,,52,0
16207,note_on,,,,,2,0,2,,,,,,,0,,79,0
16208,note_on,,,,,1,0,2,,,,,,,0,,79,60
16209,note_on,,,,,1,0,2,,,,,,,0,,81,0
16211,note_on,,,,,2,0,2,,,,,,,0,,81,62
16212,note_on,,,,,1,0,2,,,,,,,0,,79,0
16212,set_tempo,,,,,12,1,0,,1333333,,,,,,,,
16212,note_on,,,,,5,0,3,,,,,,,1,,55,44
16214,note_on,,,,,2,0,2,,,,,,,0,,79,64
16215,note_on,,,,,1,0,2,,,,,,,0,,81,0
16217,note_on,,,,,2,0,2,,,,,,,0,,78,66
16218,note_on,,,,,1,0,2,,,,,,,0,,79,0
16218,note_on,,,,,6,0,3,,,,,,,1,,55,0
16220,note_on,,,,,2,0,2,,,,,,,0,,79,68
16221,note_on,,,,,1,0,2,,,,,,,0,,78,0
16224,note_on,,,,,3,0,2,,,,,,,0,,76,80
16224,note_on,,,,,6,0,3,,,,,,,1,,58,40
16224,set_tempo,,,,,12,1,0,,1304347,,,,,,,,
16225,note_on,,,,,1,0,2,,,,,,,0,,79,0
16228,control_change,,,,,96,0,4,,,,,64,0,0,,,
16228,control_change,,,,,96,0,5,,,,,64,0,1,,,
16234,note_on,,,,,10,0,3,,,,,,,1,,36,0
16234,note_on,,,,,0,0,3,,,,,,,1,,48,0
16234,note_on,,,,,0,0,3,,,,,,,1,,58,0
16236,note_on,,,,,11,0,2,,,,,,,0,,72,0
16236,note_on,,,,,0,0,2,,,,,,,0,,76,0
16248,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
16248,note_on,,,,,12,0,2,,,,,,,0,,84,67
16248,note_on,,,,,0,0,2,,,,,,,0,,77,45
16248,note_on,,,,,0,0,2,,,,,,,0,,72,53
16248,note_on,,,,,14,0,3,,,,,,,1,,65,50
16248,note_on,,,,,0,0,3,,,,,,,1,,60,30
16248,note_on,,,,,0,0,3,,,,,,,1,,57,60
16252,control_change,,,,,24,0,4,,,,,64,127,0,,,
16252,control_change,,,,,24,0,5,,,,,64,127,1,,,
16272,note_on,,,,,0,0,3,,,,,,,1,,56,62
16272,note_on,,,,,0,0,2,,,,,,,0,,71,60
16272,note_on,,,,,24,0,2,,,,,,,0,,83,75
16272,note_on,,,,,24,0,3,,,,,,,1,,59,55
16274,note_on,,,,,2,0,3,,,,,,,1,,57,0
16274,control_change,,,,,22,0,5,,,,,64,0,1,,,
16274,note_on,,,,,2,0,2,,,,,,,0,,72,0
16274,control_change,,,,,22,0,4,,,,,64,0,0,,,
16274,note_on,,,,,0,0,2,,,,,,,0,,84,0
16276,control_change,,,,,2,0,4,,,,,64,127,0,,,
16276,control_change,,,,,2,0,5,,,,,64,127,1,,,
16296,note_on,,,,,0,0,3,,,,,,,1,,65,35
16296,note_on,,,,,0,0,3,,,,,,,1,,60,45
16296,note_on,,,,,0,0,3,,,,,,,1,,57,58
16296,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
16296,note_on,,,,,0,0,3,,,,,,,1,,65,0
16296,note_on,,,,,22,0,3,,,,,,,1,,60,0
16296,note_on,,,,,22,0,2,,,,,,,0,,77,0
16296,note_on,,,,,0,0,2,,,,,,,0,,84,71
16296,note_on,,,,,0,0,2,,,,,,,0,,77,43
16296,note_on,,,,,0,0,2,,,,,,,0,,72,56
16298,control_change,,,,,22,0,4,,,,,64,0,0,,,
16298,control_change,,,,,22,0,5,,,,,64,0,1,,,
16298,note_on,,,,,2,0,3,,,,,,,1,,56,0
16298,note_on,,,,,0,0,3,,,,,,,1,,59,0
16298,note_on,,,,,2,0,2,,,,,,,0,,71,0
16298,note_on,,,,,0,0,2,,,,,,,0,,83,0
16300,control_change,,,,,2,0,4,,,,,64,127,0,,,
16300,control_change,,,,,2,0,5,,,,,64,127,1,,,
16320,note_on,,,,,0,0,3,,,,,,,1,,46,60
16320,note_on,,,,,22,0,3,,,,,,,1,,58,45
16320,control_change,,,,,20,0,4,,,,,64,127,0,,,
16320,note_on,,,,,0,0,2,,,,,,,0,,77,40
16320,note_on,,,,,0,0,2,,,,,,,0,,86,65
16320,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
16320,note_on,,,,,0,0,2,,,,,,,0,,74,50
16320,control_change,,,,,20,0,5,,,,,64,127,1,,,
16320,note_on,,,,,22,0,2,,,,,,,0,,77,0
16322,note_on,,,,,0,0,3,,,,,,,1,,60,0
16322,note_on,,,,,2,0,3,,,,,,,1,,57,0
16322,note_on,,,,,0,0,3,,,,,,,1,,65,0
16322,control_change,,,,,2,0,4,,,,,64,0,0,,,
16322,note_on,,,,,2,0,2,,,,,,,0,,72,0
16322,note_on,,,,,0,0,2,,,,,,,0,,84,0
16322,control_change,,,,,2,0,5,,,,,64,0,1,,,
16324,control_change,,,,,2,0,4,,,,,64,127,0,,,
16324,control_change,,,,,2,0,5,,,,,64,127,1,,,
16332,note_on,,,,,10,0,3,,,,,,,1,,67,33
16332,note_on,,,,,0,0,3,,,,,,,1,,62,40
16332,note_on,,,,,0,0,3,,,,,,,1,,65,25
16334,note_on,,,,,2,0,3,,,,,,,1,,46,0
16334,note_on,,,,,0,0,3,,,,,,,1,,58,0
16338,note_on,,,,,4,0,3,,,,,,,1,,62,0
16338,note_on,,,,,0,0,3,,,,,,,1,,65,0
16338,note_on,,,,,0,0,3,,,,,,,1,,67,0
16344,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
16344,note_on,,,,,0,0,3,,,,,,,1,,65,28
16344,note_on,,,,,0,0,3,,,,,,,1,,62,42
16344,note_on,,,,,6,0,3,,,,,,,1,,67,35
16352,note_on,,,,,8,0,3,,,,,,,1,,62,0
16352,note_on,,,,,0,0,3,,,,,,,1,,65,0
16352,note_on,,,,,0,0,3,,,,,,,1,,67,0
16356,note_on,,,,,0,0,3,,,,,,,1,,65,25
16356,note_on,,,,,0,0,3,,,,,,,1,,62,37
16356,note_on,,,,,4,0,3,,,,,,,1,,67,32
16362,note_on,,,,,6,0,3,,,,,,,1,,62,0
16362,note_on,,,,,0,0,3,,,,,,,1,,67,0
16362,note_on,,,,,0,0,3,,,,,,,1,,65,0
16368,note_on,,,,,6,0,3,,,,,,,1,,59,43
16368,note_on,,,,,0,0,3,,,,,,,1,,47,53
16370,control_change,,,,,46,0,4,,,,,64,0,0,,,
16372,control_change,,,,,2,0,4,,,,,64,127,0,,,
16374,note_on,,,,,6,0,3,,,,,,,1,,59,0
16378,note_on,,,,,56,0,2,,,,,,,0,,74,0
16378,note_on,,,,,0,0,2,,,,,,,0,,77,0
16378,note_on,,,,,0,0,2,,,,,,,0,,86,0
16380,note_on,,,,,6,0,3,,,,,,,1,,67,30
16380,note_on,,,,,0,0,3,,,,,,,1,,62,37
16380,note_on,,,,,0,0,3,,,,,,,1,,65,22
16380,note_on,,,,,2,0,2,,,,,,,0,,88,70
16382,note_on,,,,,2,0,3,,,,,,,1,,47,0
16384,note_on,,,,,4,0,2,,,,,,,0,,86,63
16386,note_on,,,,,4,0,3,,,,,,,1,,62,0
16386,note_on,,,,,0,0,3,,,,,,,1,,65,0
16386,note_on,,,,,0,0,3,,,,,,,1,,67,0
16386,note_on,,,,,2,0,2,,,,,,,0,,88,0
16387,note_on,,,,,1,0,2,,,,,,,0,,85,65
16389,note_on,,,,,2,0,2,,,,,,,0,,86,0
16389,note_on,,,,,0,0,2,,,,,,,0,,86,60
16391,note_on,,,,,2,0,2,,,,,,,0,,85,0
16392,note_on,,,,,1,0,2,,,,,,,0,,88,63
16392,note_on,,,,,6,0,3,,,,,,,1,,67,32
16392,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
16392,note_on,,,,,0,0,3,,,,,,,1,,62,39
16392,note_on,,,,,0,0,3,,,,,,,1,,65,25
16394,note_on,,,,,2,0,2,,,,,,,0,,86,0
16397,note_on,,,,,3,0,2,,,,,,,0,,88,0
16400,note_on,,,,,0,0,3,,,,,,,1,,65,0
16400,note_on,,,,,0,0,3,,,,,,,1,,67,0
16400,note_on,,,,,8,0,3,,,,,,,1,,62,0
16404,note_on,,,,,4,0,3,,,,,,,1,,67,30
16404,note_on,,,,,0,0,3,,,,,,,1,,65,20
16404,note_on,,,,,0,0,3,,,,,,,1,,62,34
16404,note_on,,,,,7,0,2,,,,,,,0,,89,60
16410,note_on,,,,,6,0,3,,,,,,,1,,62,0
16410,note_on,,,,,6,0,2,,,,,,,0,,89,0
16410,note_on,,,,,0,0,3,,,,,,,1,,65,0
16410,note_on,,,,,0,0,3,,,,,,,1,,67,0
16412,note_on,,,,,2,0,2,,,,,,,0,,69,50
16414,note_on,,,,,2,0,2,,,,,,,0,,72,55
16416,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
16416,note_on,,,,,6,0,3,,,,,,,1,,48,55
16416,note_on,,,,,2,0,2,,,,,,,0,,69,0
16416,note_on,,,,,0,0,2,,,,,,,0,,77,65
16418,note_on,,,,,2,0,2,,,,,,,0,,72,0
16418,control_change,,,,,94,0,5,,,,,64,0,1,,,
16418,control_change,,,,,46,0,4,,,,,64,0,0,,,
16420,control_change,,,,,2,0,5,,,,,64,127,1,,,
16420,control_change,,,,,2,0,4,,,,,64,127,0,,,
16428,note_on,,,,,0,0,3,,,,,,,1,,65,25
16428,note_on,,,,,0,0,3,,,,,,,1,,60,40
16428,note_on,,,,,12,0,3,,,,,,,1,,69,33
16430,note_on,,,,,2,0,3,,,,,,,1,,48,0
16434,note_on,,,,,0,0,3,,,,,,,1,,65,0
16434,note_on,,,,,0,0,3,,,,,,,1,,69,0
16434,note_on,,,,,4,0,3,,,,,,,1,,60,0
16440,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
16440,note_on,,,,,0,0,3,,,,,,,1,,60,42
16440,note_on,,,,,0,0,3,,,,,,,1,,65,28
16440,note_on,,,,,6,0,3,,,,,,,1,,69,35
16448,note_on,,,,,0,0,3,,,,,,,1,,69,0
16448,note_on,,,,,0,0,3,,,,,,,1,,65,0
16448,note_on,,,,,8,0,3,,,,,,,1,,60,0
16452,note_on,,,,,0,0,3,,,,,,,1,,60,37
16452,note_on,,,,,0,0,3,,,,,,,1,,65,20
16452,note_on,,,,,4,0,3,,,,,,,1,,69,32
16458,note_on,,,,,0,0,3,,,,,,,1,,69,0
16458,note_on,,,,,6,0,3,,,,,,,1,,60,0
16458,note_on,,,,,0,0,3,,,,,,,1,,65,0
16464,note_on,,,,,0,0,3,,,,,,,1,,36,58
16464,note_on,,,,,6,0,3,,,,,,,1,,48,40
16464,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
16466,control_change,,,,,46,0,5,,,,,64,0,1,,,
16466,control_change,,,,,46,0,4,,,,,64,0,0,,,
16468,control_change,,,,,2,0,5,,,,,64,127,1,,,
16468,control_change,,,,,2,0,4,,,,,64,127,0,,,
16476,note_on,,,,,0,0,3,,,,,,,1,,58,37
16476,note_on,,,,,0,0,3,,,,,,,1,,60,25
16476,note_on,,,,,12,0,3,,,,,,,1,,64,30
16478,note_on,,,,,0,0,3,,,,,,,1,,48,0
16478,note_on,,,,,2,0,3,,,,,,,1,,36,0
16482,note_on,,,,,4,0,3,,,,,,,1,,58,0
16482,note_on,,,,,0,0,3,,,,,,,1,,64,0
16482,note_on,,,,,0,0,3,,,,,,,1,,60,0
16484,note_on,,,,,66,0,2,,,,,,,0,,70,50
16486,note_on,,,,,2,0,2,,,,,,,0,,76,55
16488,note_on,,,,,0,0,3,,,,,,,1,,60,27
16488,set_tempo,,,,,24,1,0,,1363636,,,,,,,,
16488,note_on,,,,,0,0,3,,,,,,,1,,58,39
16488,note_on,,,,,2,0,2,,,,,,,0,,81,68
16488,note_on,,,,,6,0,3,,,,,,,1,,64,32
16490,note_on,,,,,2,0,2,,,,,,,0,,77,0
16496,note_on,,,,,8,0,3,,,,,,,1,,58,0
16496,note_on,,,,,0,0,3,,,,,,,1,,60,0
16496,note_on,,,,,0,0,3,,,,,,,1,,64,0
16500,note_on,,,,,4,0,3,,,,,,,1,,64,37
16500,note_on,,,,,0,0,3,,,,,,,1,,60,22
16500,note_on,,,,,0,0,3,,,,,,,1,,58,42
16500,note_on,,,,,10,0,2,,,,,,,0,,79,62
16500,set_tempo,,,,,12,1,0,,1463414,,,,,,,,
16502,note_on,,,,,2,0,2,,,,,,,0,,81,0
16504,note_on,,,,,4,0,3,,,,,,,1,,41,50
16506,note_on,,,,,0,0,3,,,,,,,1,,60,0
16506,note_on,,,,,2,0,3,,,,,,,1,,58,0
16506,note_on,,,,,0,0,3,,,,,,,1,,64,0
16508,note_on,,,,,6,0,2,,,,,,,0,,70,0
16510,note_on,,,,,4,0,3,,,,,,,1,,60,35
16510,note_on,,,,,2,0,2,,,,,,,0,,76,0
16512,note_on,,,,,2,0,2,,,,,,,0,,79,0
16512,control_change,,,,,44,0,5,,,,,64,127,1,,,
16512,note_on,,,,,0,0,2,,,,,,,0,,69,62
16512,note_on,,,,,0,0,2,,,,,,,0,,72,40
16512,note_on,,,,,0,0,2,,,,,,,0,,77,60
16512,set_tempo,,,,,12,1,0,,1333333,,,,,,,,
16512,note_on,,,,,2,0,3,,,,,,,1,,57,40
16512,control_change,,,,,44,0,4,,,,,64,127,0,,,
16514,control_change,,,,,2,0,5,,,,,64,0,1,,,
16514,control_change,,,,,2,0,4,,,,,64,0,0,,,
16536,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
16552,note_on,,,,,0,0,3,,,,,,,1,,41,0
16552,note_on,,,,,40,0,3,,,,,,,1,,57,0
16552,note_on,,,,,0,0,2,,,,,,,0,,77,0
16552,note_on,,,,,0,0,2,,,,,,,0,,72,0
16552,note_on,,,,,40,0,2,,,,,,,0,,69,0
16558,note_on,,,,,6,0,3,,,,,,,1,,60,0
16560,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
16560,note_on,,,,,2,0,3,,,,,,,1,,57,80
16560,note_on,,,,,0,0,3,,,,,,,1,,45,100
16560,note_on,,,,,8,0,2,,,,,,,0,,69,100
16562,control_change,,,,,48,0,4,,,,,64,127,0,,,
16562,control_change,,,,,48,0,5,,,,,64,127,1,,,
16600,note_on,,,,,40,0,3,,,,,,,1,,57,0
16602,note_on,,,,,2,0,3,,,,,,,1,,45,0
16602,set_tempo,,,,,42,1,0,,1153846,,,,,,,,
16602,note_on,,,,,0,0,3,,,,,,,1,,45,95
16602,note_on,,,,,0,0,2,,,,,,,0,,69,95
16602,note_on,,,,,0,0,3,,,,,,,1,,57,78
16602,note_on,,,,,42,0,2,,,,,,,0,,69,0
16608,set_tempo,,,,,6,1,0,,1176470,,,,,,,,
16608,note_on,,,,,6,0,3,,,,,,,1,,50,75
16608,note_on,,,,,0,0,3,,,,,,,1,,38,105
16608,note_on,,,,,6,0,2,,,,,,,0,,62,105
16610,control_change,,,,,48,0,5,,,,,64,0,1,,,
16610,note_on,,,,,0,0,3,,,,,,,1,,57,0
16610,note_on,,,,,2,0,3,,,,,,,1,,45,0
16610,control_change,,,,,48,0,4,,,,,64,0,0,,,
16610,note_on,,,,,2,0,2,,,,,,,0,,69,0
16648,note_on,,,,,38,0,3,,,,,,,1,,38,0
16648,note_on,,,,,0,0,3,,,,,,,1,,50,0
16648,note_on,,,,,38,0,2,,,,,,,0,,62,0
16656,set_tempo,,,,,48,1,0,,1304347,,,,,,,,
16656,note_on,,,,,0,0,3,,,,,,,1,,50,100
16656,note_on,,,,,8,0,3,,,,,,,1,,62,80
16656,note_on,,,,,8,0,2,,,,,,,0,,86,100
16656,note_on,,,,,0,0,2,,,,,,,0,,74,80
16658,control_change,,,,,48,0,4,,,,,64,127,0,,,
16658,control_change,,,,,48,0,5,,,,,64,127,1,,,
16698,note_on,,,,,0,0,2,,,,,,,0,,86,0
16698,note_on,,,,,0,0,2,,,,,,,0,,86,95
16698,note_on,,,,,42,0,2,,,,,,,0,,74,0
16698,note_on,,,,,0,0,2,,,,,,,0,,74,78
16698,note_on,,,,,42,0,3,,,,,,,1,,50,0
16698,set_tempo,,,,,42,1,0,,1176470,,,,,,,,
16698,note_on,,,,,0,0,3,,,,,,,1,,50,95
16698,note_on,,,,,0,0,3,,,,,,,1,,62,0
16698,note_on,,,,,0,0,3,,,,,,,1,,62,78
16704,set_tempo,,,,,6,1,0,,1250000,,,,,,,,
16704,control_change,,,,,46,0,4,,,,,64,127,0,,,
16704,note_on,,,,,6,0,2,,,,,,,0,,79,105
16704,note_on,,,,,0,0,2,,,,,,,0,,67,75
16704,control_change,,,,,46,0,5,,,,,64,127,1,,,
16704,note_on,,,,,0,0,3,,,,,,,1,,43,105
16704,note_on,,,,,6,0,3,,,,,,,1,,55,75
16706,note_on,,,,,2,0,2,,,,,,,0,,74,0
16706,note_on,,,,,0,0,2,,,,,,,0,,86,0
16706,note_on,,,,,0,0,3,,,,,,,1,,62,0
16706,note_on,,,,,2,0,3,,,,,,,1,,50,0
16706,control_change,,,,,2,0,4,,,,,64,0,0,,,
16706,control_change,,,,,2,0,5,,,,,64,0,1,,,
16744,note_on,,,,,38,0,2,,,,,,,0,,67,0
16744,note_on,,,,,0,0,2,,,,,,,0,,79,0
16744,note_on,,,,,38,0,3,,,,,,,1,,43,0
16744,note_on,,,,,0,0,3,,,,,,,1,,55,0
16752,note_on,,,,,8,0,3,,,,,,,1,,58,80
16752,note_on,,,,,0,0,3,,,,,,,1,,46,100
16752,note_on,,,,,0,0,2,,,,,,,0,,70,80
16752,note_on,,,,,8,0,2,,,,,,,0,,82,100
16752,set_tempo,,,,,48,1,0,,1224489,,,,,,,,
16754,control_change,,,,,48,0,4,,,,,64,127,0,,,
16754,control_change,,,,,48,0,5,,,,,64,127,1,,,
16794,note_on,,,,,0,0,2,,,,,,,0,,82,95
16794,note_on,,,,,0,0,2,,,,,,,0,,82,0
16794,note_on,,,,,42,0,2,,,,,,,0,,70,0
16794,note_on,,,,,0,0,3,,,,,,,1,,58,78
16794,note_on,,,,,0,0,3,,,,,,,1,,46,95
16794,note_on,,,,,0,0,2,,,,,,,0,,70,75
16794,note_on,,,,,0,0,3,,,,,,,1,,58,0
16794,note_on,,,,,42,0,3,,,,,,,1,,46,0
16794,set_tempo,,,,,42,1,0,,1176470,,,,,,,,
16800,note_on,,,,,6,0,2,,,,,,,0,,82,0
16800,note_on,,,,,0,0,2,,,,,,,0,,82,65
16800,note_on,,,,,0,0,2,,,,,,,0,,79,78
16800,note_on,,,,,0,0,2,,,,,,,0,,76,85
16800,set_tempo,,,,,6,1,0,,1250000,,,,,,,,
16800,note_on,,,,,6,0,3,,,,,,,1,,49,85
16800,note_on,,,,,0,0,3,,,,,,,1,,37,115
16800,note_on,,,,,0,0,2,,,,,,,0,,88,110
16802,control_change,,,,,48,0,4,,,,,64,0,0,,,
16802,note_on,,,,,2,0,2,,,,,,,0,,70,0
16802,control_change,,,,,48,0,5,,,,,64,0,1,,,
16802,note_on,,,,,0,0,3,,,,,,,1,,58,0
16802,note_on,,,,,2,0,3,,,,,,,1,,46,0
16840,note_on,,,,,0,0,3,,,,,,,1,,49,0
16840,note_on,,,,,0,0,2,,,,,,,0,,82,0
16840,note_on,,,,,38,0,2,,,,,,,0,,76,0
16840,note_on,,,,,0,0,2,,,,,,,0,,88,0
16840,note_on,,,,,0,0,2,,,,,,,0,,79,0
16840,note_on,,,,,38,0,3,,,,,,,1,,37,0
16848,note_on,,,,,0,0,3,,,,,,,1,,38,105
16848,note_on,,,,,8,0,3,,,,,,,1,,50,78
16848,note_on,,,,,0,0,2,,,,,,,0,,77,90
